Scenario,Backend,Machine,p50_median,p50_q1,p50_q3,p50_std,p99_median,p99_q1,p99_q3,p99_std,MB/s_median,MB/s_q1,MB/s_q3,MB/s_std,trials,Readers,Writers
Size 2MB,ZeroMQ,amd_ryzen7_7700_nothp,0.7878625001467299,0.7858750002469606,0.79321000021082,0.003936705675784076,3.1210449898208013,2.8988132120912233,3.242644602196376,0.48227927400421494,2298.006821685391,2253.3494414084275,2308.5576967796133,567.965434435452,10,1,1
Size 2MB,PosixIpc,amd_ryzen7_7700_nothp,0.6276537501435087,0.6121086257735442,0.6288672498158121,0.01255523672507119,0.641504795066794,0.6399553250321333,0.6493190743458399,0.010523239505575342,3167.62858559875,3146.098789093791,3177.4587022583123,34.992699375180635,10,1,1
Size 4MB,RsIpc_zerocopy,amd_ryzen7_7700_nothp,0.23763099989082548,0.22948400055611273,0.23853975062593236,0.006313652539364444,0.2638707251207961,0.2523829874007788,0.2682660001255499,0.010168902798081737,16377.606071558024,16234.520914897676,16468.105199403293,237.6787413277082,10,1,1
Size 4MB,RsIpc_copy,amd_ryzen7_7700_nothp,1.2021997499687131,1.1981704997197085,1.2032283746066241,0.0038180491879367543,1.218730475011398,1.2147216496714464,1.2200954123045449,0.004528796606895091,3309.0340782202466,3297.80545811255,3315.6656378092266,11.81187870232256,10,1,1
Size 4MB,MpQueue,amd_ryzen7_7700_nothp,3.636229500443733,3.603006124649255,3.6954001243429957,0.07199485875942432,3.939297475199055,3.880922887719862,4.076111574477181,0.12419683389559383,2400.716068721821,2366.9336700876684,2427.4770266689006,39.74180535373252,10,1,1
Size 4MB,MpPipe,amd_ryzen7_7700_nothp,0.9985809992940631,0.9950737498911622,1.0061873749691586,0.014275249961956624,2.37434672508243,2.2886598127797675,2.485406874893667,0.5970118201760519,3685.210629595109,3607.8581008029737,3752.1931331863525,149.56992533068163,10,1,1
Size 4MB,MpShm,amd_ryzen7_7700_nothp,1.1294199998701515,1.1253429997850617,1.1323391249788983,0.016347420530755268,1.1584062502606685,1.146641337118126,1.1756951125335036,0.025936815654531372,3328.7803662349907,3325.175645097174,3344.983176319313,42.27001129247756,10,1,1
Size 4MB,ZeroMQ,amd_ryzen7_7700_nothp,1.6046047494455706,1.6011936245377,1.6138825005782564,0.012549263392643171,3.5155561251031022,3.3487029636489747,3.8767494756484653,0.7777622710653227,2063.019676903393,1314.3646888308112,2151.4711925972356,505.2381711052684,10,1,1
Size 4MB,PosixIpc,amd_ryzen7_7700_nothp,1.3172264998502214,1.3158864999240905,1.3203041246470093,0.007379548985630273,1.34239427529792,1.33941246260747,1.349867887279288,0.010671221845692412,3203.5357174597484,3194.300541924039,3212.3451643933267,22.101608191207685,10,1,1
Size 8MB,RsIpc_zerocopy,amd_ryzen7_7700_nothp,0.4823419994863798,0.47714699962853047,0.48535575024288846,0.005883662383448179,0.5092203943422646,0.5043674248054231,0.5162410533466755,0.033231791644806906,13593.907103637364,13523.16708268759,13644.082434837283,95.28702204918325,10,1,1
